time(s),nformants,F1(Hz),B1(Hz),F2(Hz),B2(Hz),F3(Hz),B3(Hz),F4(Hz),B4(Hz),F5(Hz),B5(Hz)
3.271359,5,291.061,91.407,2051.043,895.971,2744.602,1149.428,3165.365,174.140,4441.799,1436.247
3.277609,5,290.607,142.003,2029.995,1252.335,2663.082,914.437,3216.918,111.838,4408.424,1380.075
3.283859,4,288.649,89.075,2213.663,446.632,3060.010,1230.750,3220.254,146.601,--undefined--,--undefined--
3.290109,4,301.235,75.696,2315.724,524.502,3162.497,1628.917,3227.085,128.906,--undefined--,--undefined--
3.296359,4,297.055,79.063,2217.016,393.561,3130.338,1051.276,3178.541,189.795,--undefined--,--undefined--
3.302609,4,301.497,92.663,2177.159,315.282,3131.222,912.795,3212.223,287.774,--undefined--,--undefined--
3.308859,4,287.403,78.773,2162.939,399.915,3054.135,1298.478,3235.577,158.702,--undefined--,--undefined--
3.315109,5,283.928,62.496,2152.919,454.258,2973.337,1335.045,3188.963,129.785,4511.764,1634.099
3.321359,5,283.046,70.148,2260.874,509.968,3126.314,232.941,3383.070,913.125,4536.784,3310.421
3.327609,4,296.652,67.397,2209.148,383.369,3033.046,420.052,3280.044,299.619,--undefined--,--undefined--
3.333859,4,295.635,65.288,2151.538,576.777,2909.767,717.666,3263.302,161.920,--undefined--,--undefined--
3.340109,4,287.686,73.200,2225.294,838.548,2911.751,1103.063,3242.217,174.206,--undefined--,--undefined--
3.346359,5,277.736,62.316,2079.085,899.021,2712.927,846.717,3217.009,149.368,4655.516,830.906
3.352609,5,274.182,60.092,2180.132,463.042,2921.017,513.754,3238.268,185.481,4739.338,1726.594
3.358859,4,266.952,53.109,2176.263,325.322,2986.910,600.109,3238.942,210.570,--undefined--,--undefined--
3.365109,4,266.469,64.071,2135.451,391.982,3168.878,159.908,3387.583,953.738,--undefined--,--undefined--
3.371359,4,275.442,93.084,2122.775,477.183,3157.195,155.862,3602.993,756.258,--undefined--,--undefined--
3.377609,4,277.634,87.014,2005.612,547.506,3089.765,369.815,3471.438,530.786,--undefined--,--undefined--
3.383859,4,273.298,70.291,2132.579,477.122,2973.677,515.087,3277.840,392.804,--undefined--,--undefined--
3.390109,5,282.437,67.128,2226.710,530.779,3033.615,856.268,3205.980,311.550,4646.228,1902.394
3.396359,5,283.361,47.549,2215.442,622.733,2904.284,1310.815,3192.024,231.469,4486.571,1105.694
3.402609,5,271.330,62.047,2174.797,416.779,3012.047,2286.173,3175.680,178.409,4449.174,778.413
3.408859,5,274.405,64.866,2210.620,741.516,2638.919,1349.264,3183.689,127.805,4908.860,1092.116
3.415109,5,289.844,96.279,1888.365,2183.883,2711.162,636.762,3197.658,110.638,4562.584,798.164
3.421359,5,293.858,99.898,1546.280,1342.400,2977.031,365.629,3225.849,163.263,4484.923,519.033
3.427609,5,297.982,91.836,2348.697,753.716,3111.013,2645.939,3170.923,182.979,4041.721,1632.845
3.433859,5,295.966,81.731,2245.651,278.692,3122.221,711.776,3193.152,327.956,4853.985,2632.434
3.440109,4,284.906,81.229,2198.207,307.599,3117.368,722.730,3224.640,252.812,--undefined--,--undefined--
3.446359,5,284.674,103.680,2050.076,1129.450,2941.827,1027.783,3212.357,180.581,4789.647,1703.670
3.452609,5,290.376,119.177,2425.166,1421.945,2629.122,1234.446,3194.995,149.923,5181.837,2224.709
3.458859,4,296.986,116.905,2160.942,1106.360,2950.910,747.149,3219.811,203.865,--undefined--,--undefined--
3.465109,5,290.547,106.647,2177.024,986.764,2818.389,1447.905,3219.201,148.022,5032.146,2078.857
3.471359,5,291.663,106.767,2129.495,742.394,2656.211,1513.927,3201.651,202.841,4429.304,1065.679
3.477609,5,292.662,98.761,2197.608,541.330,2799.193,1022.385,3192.302,182.775,4367.210,1245.656
3.483859,4,284.128,95.445,2200.245,346.032,3110.675,644.483,3169.599,264.954,--undefined--,--undefined--
3.490109,5,284.439,61.094,2152.813,538.727,2908.838,624.580,3213.431,204.905,4800.219,1520.395
3.496359,5,287.268,60.014,2052.902,560.398,2952.844,434.442,3238.471,355.771,4562.727,1017.035
3.502609,5,296.963,73.983,2093.143,520.404,3092.575,352.871,3311.194,891.987,4590.642,1360.661
3.508859,5,302.538,62.373,2137.524,441.344,3041.232,754.366,3163.812,347.544,4610.587,1302.425
3.515109,5,297.429,69.185,2042.891,659.780,2930.970,989.408,3174.275,208.703,4675.684,868.642
3.521359,5,283.347,75.572,1936.246,992.994,2897.099,718.921,3190.382,219.479,4740.077,731.934
3.527609,5,283.983,70.674,1958.957,753.828,3026.005,327.050,3406.613,739.946,4850.953,1385.674
3.533859,5,299.937,81.405,2095.173,1030.649,3034.036,797.554,3164.630,562.160,5051.945,1558.559
3.540109,4,306.113,116.425,2120.824,1093.097,3009.114,648.446,3219.923,738.093,--undefined--,--undefined--
3.546359,4,297.121,105.576,2190.569,1131.707,3085.518,362.543,3577.882,1500.811,--undefined--,--undefined--
3.552609,5,292.827,97.460,2136.950,1322.153,2931.598,1110.515,3182.236,307.787,4717.845,1508.575
3.558859,5,299.825,114.044,2250.788,2416.454,2465.927,873.631,3200.613,183.346,4781.048,1067.760
3.565109,4,293.337,74.237,2198.072,790.467,3088.938,311.406,3344.139,1749.074,--undefined--,--undefined--
3.571359,4,296.497,74.246,2240.271,519.921,3090.195,205.699,3305.499,1891.411,--undefined--,--undefined--
3.577609,5,291.979,70.477,2201.161,459.706,2830.888,1765.978,3127.588,191.056,4601.617,1098.473
3.583859,5,284.344,75.571,2191.309,395.122,2695.202,2436.399,3226.180,211.280,4823.582,1152.299
3.590109,5,279.954,108.032,1858.710,972.235,2731.430,1065.502,3198.108,368.452,4887.563,681.711
3.596359,5,281.996,147.097,1775.515,995.334,2841.828,1178.456,3129.034,288.505,4838.377,595.623
3.602609,5,280.409,126.546,1769.377,1300.953,2870.828,442.630,3289.206,380.920,4894.970,988.963
3.608859,4,286.278,87.055,1954.460,1096.546,2912.340,484.605,3309.370,353.621,--undefined--,--undefined--
3.615109,5,286.635,91.562,1892.663,807.966,3004.796,495.043,3349.457,521.828,5152.924,1796.600
3.621359,5,283.099,159.214,1673.875,846.943,3246.196,279.239,3263.076,1053.008,5068.778,1521.615
3.627609,5,294.720,198.134,1812.538,1869.465,2697.653,813.799,3232.159,228.686,4811.964,1055.939
3.633859,5,291.019,184.918,2240.098,784.464,2753.773,850.083,3207.062,206.766,4975.339,1791.917
3.640109,5,292.569,130.182,2097.232,496.954,2821.829,588.013,3265.859,169.413,4943.368,1342.287
3.646359,5,291.247,116.127,2174.999,623.008,2943.877,638.669,3269.331,294.921,5133.670,1562.524
3.652609,5,283.006,107.800,2105.428,676.846,3112.933,926.783,3146.425,356.582,5395.795,1765.634
3.658859,4,286.163,164.331,2226.330,584.201,3176.319,135.807,3649.045,2729.468,--undefined--,--undefined--
3.665109,4,284.874,137.809,2254.747,2012.678,2940.037,664.090,3137.019,360.229,--undefined--,--undefined--
3.671359,4,286.826,92.885,2308.914,790.654,2919.131,328.803,3260.982,204.689,--undefined--,--undefined--
3.677609,4,291.714,121.037,2204.871,674.841,2913.117,510.944,3236.297,231.003,--undefined--,--undefined--
3.683859,5,285.846,99.206,2137.626,483.093,2839.170,543.257,3243.942,259.238,5310.989,2103.954
3.690109,4,295.265,100.710,2244.750,721.741,2986.276,1347.513,3256.593,349.444,--undefined--,--undefined--
3.696359,4,299.813,103.686,2347.586,782.913,3203.551,265.996,3711.133,1961.139,--undefined--,--undefined--
3.702609,5,287.991,86.248,1958.803,987.487,2903.225,571.899,3221.348,244.483,5118.815,1483.469
3.708859,5,288.821,102.074,1911.305,1041.207,2860.881,711.409,3202.373,203.779,4949.232,1200.341
3.715109,5,298.020,114.088,2291.849,489.260,2994.510,1668.730,3155.652,212.591,4838.652,2102.224
3.721359,4,306.081,150.374,2274.922,471.053,3149.023,299.664,3216.723,1104.855,--undefined--,--undefined--
3.727609,5,298.561,131.590,2213.505,931.206,2745.485,1076.673,3168.638,257.428,4558.642,1493.007
3.733859,5,282.015,90.774,2115.532,768.774,2852.855,1107.278,3182.384,149.664,4782.708,1148.338
3.740109,5,283.378,107.721,2199.801,1395.773,2670.179,656.995,3222.619,200.924,4908.105,1596.251
3.746359,4,301.565,132.900,2366.943,548.084,3122.905,313.137,3499.554,1021.706,--undefined--,--undefined--
3.752609,5,291.538,87.700,2240.486,564.386,3153.808,245.586,3368.472,1857.987,5281.868,3172.970
3.758859,5,279.019,66.962,2160.674,468.385,2651.343,1529.162,3172.394,124.748,4518.643,896.361
3.765109,5,281.607,67.472,2107.784,598.365,2953.118,1000.314,3146.705,256.305,4821.542,1694.588
3.771359,5,287.610,82.128,2134.255,545.486,2898.382,546.435,3199.027,284.926,4825.589,1516.897
3.777609,5,273.313,90.788,2164.378,414.697,3004.141,978.362,3124.463,277.244,4847.051,1593.412
3.783859,5,274.630,107.512,2264.541,607.972,2509.288,1774.254,3144.680,150.109,4797.439,1232.732
3.790109,5,272.976,72.247,2252.607,930.829,2418.864,1087.178,3185.010,179.841,4755.179,975.761
3.796359,5,266.885,59.984,2060.599,463.339,2875.524,686.360,3195.590,210.962,5029.843,1414.227
3.802609,5,266.976,56.142,1991.540,745.348,2944.113,657.544,3211.747,180.004,4928.266,1496.693
3.808859,4,278.755,75.261,1959.838,1036.197,3092.096,699.488,3169.177,187.152,--undefined--,--undefined--
3.815109,4,289.893,99.408,1964.206,1234.933,3113.308,311.420,3192.164,400.418,--undefined--,--undefined--
3.821359,4,288.849,103.710,2197.743,1039.425,3105.478,196.301,3404.783,1183.772,--undefined--,--undefined--
3.827609,4,279.709,69.243,2003.112,855.968,3076.163,327.373,3174.784,822.833,--undefined--,--undefined--
3.833859,4,284.511,64.235,2155.270,396.758,3063.114,315.267,3326.462,472.300,--undefined--,--undefined--
3.840109,4,288.355,85.804,2174.772,337.739,3191.875,1251.605,3199.158,188.971,--undefined--,--undefined--
3.846359,5,287.928,86.027,2196.029,451.391,2409.166,1973.103,3141.638,131.576,4640.925,803.106
3.852609,5,292.732,69.275,2192.640,614.187,2311.754,1731.949,3099.213,163.665,4602.638,739.437
3.858859,4,297.504,86.531,2208.163,528.144,3073.166,240.374,3286.307,1572.287,--undefined--,--undefined--
3.865109,4,297.941,127.256,2262.908,474.549,3049.495,2925.127,3113.523,298.847,--undefined--,--undefined--
3.871359,5,296.412,133.636,2160.866,2248.044,2414.770,785.782,3254.639,139.707,4646.352,1957.801
3.877609,5,285.456,88.694,1958.064,1109.740,2865.900,637.465,3271.652,194.936,4792.067,2220.445
3.883859,5,286.892,126.181,1825.699,1553.515,2799.012,467.679,3281.525,149.547,4948.332,1978.562
3.890109,5,284.144,108.569,1977.059,1222.808,2756.009,928.055,3234.536,187.548,4748.529,1667.605
3.896359,5,288.654,111.616,2269.706,927.882,2719.662,1480.892,3136.124,194.337,4986.485,2448.195
3.902609,4,281.773,71.093,2078.069,728.483,2854.952,376.846,3268.852,182.499,--undefined--,--undefined--
3.908859,4,283.145,92.408,2211.959,591.660,2975.717,515.929,3236.820,235.427,--undefined--,--undefined--
3.915109,5,280.647,114.740,2242.850,960.516,2909.900,1071.989,3162.588,183.653,5019.647,2898.117
3.921359,5,276.067,107.952,2357.319,1335.097,2705.796,781.730,3186.812,187.392,4743.416,2189.785
3.927609,4,282.001,94.263,2342.333,496.727,3136.194,361.789,3266.104,572.317,--undefined--,--undefined--
3.933859,5,276.130,85.181,1967.713,845.436,2913.061,589.805,3279.582,180.987,5032.844,1823.063
3.940109,5,274.864,103.508,1578.690,889.885,2848.743,435.185,3197.399,127.948,4684.767,859.092
3.946359,4,279.852,105.899,2270.304,1416.971,2628.894,916.448,3177.701,216.729,--undefined--,--undefined--
3.952609,4,287.813,67.363,2320.145,445.505,3048.340,464.343,3256.573,603.260,--undefined--,--undefined--
3.958859,4,295.600,97.742,2304.182,505.149,3106.346,259.746,3537.431,1319.939,--undefined--,--undefined--
3.965109,5,286.481,111.415,1814.252,1616.005,2806.943,823.474,3193.021,302.734,4811.349,1686.505
3.971359,5,287.797,97.970,1661.461,1233.729,2879.009,369.633,3274.877,327.671,4865.834,1277.575
3.977609,4,286.588,75.449,2249.835,539.749,2994.795,332.155,3299.316,625.628,--undefined--,--undefined--
3.983859,5,285.082,97.853,2229.571,625.323,3056.126,788.622,3143.287,292.416,4883.921,2728.324
3.990109,5,290.586,102.455,2211.376,1919.399,2779.477,983.544,3212.450,253.636,4589.295,1674.445
3.996359,5,298.212,123.911,1882.904,1786.465,2975.371,565.585,3210.882,618.010,4714.033,1687.708
4.002609,4,300.040,242.906,2422.212,488.173,3181.986,359.935,4695.132,1777.277,--undefined--,--undefined--
4.008859,5,283.309,173.527,1851.211,2036.173,2635.626,560.903,3202.874,227.628,4507.035,1196.424
4.015109,5,281.222,91.108,2010.695,957.992,2756.561,552.995,3197.956,172.573,4501.072,1010.756
4.021359,5,280.368,101.655,2032.220,938.356,2929.472,865.789,3139.026,240.846,4542.422,1516.183
4.027609,4,278.249,95.280,2136.175,768.301,3103.404,1055.658,3139.181,223.179,--undefined--,--undefined--
4.033859,4,284.788,76.286,2284.977,401.367,3057.658,308.444,3281.810,362.704,--undefined--,--undefined--
4.040109,4,292.336,125.762,2225.539,621.686,3061.921,625.608,3213.233,270.588,--undefined--,--undefined--
4.046359,4,277.072,115.618,2276.585,868.868,2535.553,1417.834,3227.645,214.153,--undefined--,--undefined--
4.052609,5,273.991,100.535,1986.570,754.348,2941.474,745.777,3225.909,391.127,5097.847,1979.757
4.058859,5,283.713,90.606,1738.536,701.644,2946.234,218.412,3298.224,205.764,5189.483,1688.302
4.065109,4,295.255,117.747,1885.869,1088.786,2914.558,488.835,3264.584,236.013,--undefined--,--undefined--
4.071359,4,296.754,99.218,2099.303,532.400,3164.797,1043.314,3215.471,230.214,--undefined--,--undefined--
4.077609,4,299.380,78.831,2233.730,497.444,3127.583,354.935,3384.081,1313.294,--undefined--,--undefined--
4.083859,4,292.009,95.731,2249.875,644.610,2934.288,1390.283,3196.971,259.815,--undefined--,--undefined--
4.090109,4,299.793,113.856,2223.800,436.134,3064.489,1137.359,3240.584,172.628,--undefined--,--undefined--
4.096359,4,299.365,95.806,2095.568,603.815,3097.690,995.835,3232.896,209.571,--undefined--,--undefined--
4.102609,5,294.491,90.425,2226.148,802.091,3039.024,1623.397,3157.773,284.530,5289.221,3307.434
4.108859,4,301.413,76.117,2263.526,409.292,3119.502,254.167,3269.065,1173.698,--undefined--,--undefined--
4.115109,4,301.940,74.329,2306.099,360.701,3043.666,388.203,3268.173,671.000,--undefined--,--undefined--
4.121359,5,299.284,96.563,2280.250,514.810,3046.200,1175.401,3128.835,282.279,4789.981,2728.394
4.127609,5,292.975,107.189,1797.021,1151.138,2750.774,581.826,3154.387,203.348,4601.896,1201.589
4.133859,4,298.174,74.754,1788.883,1393.447,2806.916,405.014,3222.599,207.392,--undefined--,--undefined--
4.140109,5,285.791,59.418,1873.463,1090.069,2870.641,485.443,3238.236,134.627,5442.391,1788.896
4.146359,5,286.252,79.654,2200.069,771.724,2960.315,1547.843,3154.830,137.696,4664.102,2070.948
4.152609,4,304.014,122.871,2268.728,290.667,3094.424,127.907,4025.560,2331.203,--undefined--,--undefined--
4.158859,4,299.669,124.046,2260.576,432.457,3130.189,166.206,3175.181,3675.712,--undefined--,--undefined--
4.165109,5,282.063,70.275,2102.134,824.412,2737.094,1003.339,3167.686,143.630,5223.724,1445.582
4.171359,4,284.545,73.676,2130.511,440.800,3151.260,220.184,3270.835,990.829,--undefined--,--undefined--
4.177609,5,281.338,53.441,2112.408,411.044,3123.749,819.490,3180.498,340.369,5411.082,2082.640
4.183859,5,277.209,48.801,2040.026,438.624,2986.156,719.617,3193.642,259.960,5107.910,1449.178
4.190109,4,282.883,88.915,2129.995,769.899,2943.099,2023.415,3195.507,213.508,--undefined--,--undefined--
4.196359,4,305.107,195.466,2238.331,216.004,3205.955,141.963,3700.060,1179.418,--undefined--,--undefined--
4.202609,4,284.939,138.843,2292.247,330.032,3156.697,198.715,3474.122,1404.096,--undefined--,--undefined--
4.208859,4,282.217,84.066,2234.979,447.215,2824.463,754.104,3169.128,317.362,--undefined--,--undefined--
4.215109,4,289.352,98.566,2227.699,305.261,2989.698,926.866,3320.884,378.481,--undefined--,--undefined--
4.221359,4,286.170,87.648,2204.902,235.073,3222.434,269.580,3552.234,1662.023,--undefined--,--undefined--
4.227609,4,306.286,139.581,2221.425,277.798,3105.840,174.991,3749.874,797.204,--undefined--,--undefined--
4.233859,4,306.020,124.523,2199.513,409.608,3111.840,184.535,3503.224,1664.380,--undefined--,--undefined--
4.240109,5,289.410,115.023,2119.040,822.711,2902.675,2206.316,3077.977,188.149,4768.191,1395.440
4.246359,5,292.160,136.099,1989.408,1104.232,2880.069,911.784,3115.595,287.900,4770.894,1581.470
4.252609,4,295.912,88.974,2427.170,1302.305,2896.939,429.535,3257.815,245.406,--undefined--,--undefined--
4.258859,4,296.292,99.542,2195.439,1030.696,2926.099,393.201,3255.745,214.507,--undefined--,--undefined--
4.265109,4,291.646,78.239,2043.484,579.481,2958.408,375.535,3285.232,302.356,--undefined--,--undefined--
4.271359,4,295.239,67.090,1972.665,622.589,3038.229,276.505,3333.802,329.296,--undefined--,--undefined--
4.277609,4,286.497,62.772,1919.706,739.254,3106.019,262.912,3242.639,442.569,--undefined--,--undefined--
4.283859,4,274.361,76.741,1932.573,660.222,3120.998,184.854,3323.808,789.836,--undefined--,--undefined--
4.290109,5,275.680,82.533,1769.059,734.879,3134.969,291.243,3152.992,633.609,4914.719,1558.204
4.296359,5,281.743,75.549,2226.503,949.199,2838.788,663.814,3197.087,277.691,4683.313,1737.285
4.302609,4,292.923,87.987,2415.213,855.331,2861.842,1158.093,3203.866,241.521,--undefined--,--undefined--
4.308859,4,285.462,86.942,2157.339,680.171,3220.302,145.427,3472.681,1636.437,--undefined--,--undefined--
4.315109,4,287.821,119.435,2254.548,1190.120,3149.713,1517.793,3208.560,149.831,--undefined--,--undefined--
4.321359,4,284.405,163.934,2660.534,1179.881,2824.286,1635.890,3191.526,223.409,--undefined--,--undefined--
4.327609,4,291.916,174.539,2273.549,485.310,3180.450,148.234,4420.626,1767.290,--undefined--,--undefined--
4.333859,4,307.667,209.526,2180.940,303.483,3180.533,321.803,4216.409,1319.350,--undefined--,--undefined--
4.340109,5,296.849,133.391,2233.196,505.935,3103.906,247.467,4022.015,1427.450,4624.600,6352.618
4.346359,5,287.743,98.213,2432.196,553.580,2525.487,2251.136,3195.337,217.342,4526.519,1621.000
4.352609,5,287.762,91.975,2173.490,1013.767,2675.480,1086.671,3229.833,130.929,4716.092,1470.773
4.358859,5,279.224,98.551,2268.927,381.681,2938.987,1642.370,3219.302,230.497,4690.910,2119.992
4.365109,4,275.877,83.607,2227.982,235.629,3126.947,387.419,3275.433,1093.330,--undefined--,--undefined--
4.371359,5,278.232,88.205,2136.547,616.961,2789.444,1192.744,3184.500,181.937,4773.071,1431.553
4.377609,5,277.534,87.849,1792.975,1051.458,2819.196,442.709,3234.387,124.386,4755.309,887.597
4.383859,5,277.975,108.745,1679.709,999.240,2797.183,450.586,3248.807,135.325,4652.731,1021.253
4.390109,5,279.688,63.356,1894.809,810.713,2914.005,636.848,3278.240,204.402,4795.179,1515.766
4.396359,5,281.129,52.392,2123.646,811.854,3075.438,1310.807,3283.837,253.282,5050.646,2282.991
4.402609,4,274.049,62.278,2124.871,722.303,2965.629,460.295,3310.814,460.667,--undefined--,--undefined--
4.408859,4,268.767,82.930,2096.980,750.913,2875.337,386.590,3260.972,266.753,--undefined--,--undefined--
4.415109,5,272.886,95.467,1839.278,956.689,2763.396,368.123,3226.099,243.938,4845.108,1249.401
4.421359,5,272.839,77.063,2309.683,1070.776,2715.109,1090.731,3166.233,223.524,4984.652,1775.015
4.427609,5,277.904,76.557,2306.351,942.578,2596.461,1843.707,3201.312,119.266,4662.310,1518.503
4.433859,5,289.120,95.737,1793.181,1942.210,2678.597,1005.649,3219.916,120.072,4525.033,1234.027
4.440109,4,287.544,83.181,2341.122,974.940,3155.032,294.415,3159.310,813.468,--undefined--,--undefined--
4.446359,4,296.919,124.500,2333.376,531.785,3056.394,283.714,3350.969,361.317,--undefined--,--undefined--
4.452609,4,290.382,113.083,2262.569,484.644,3187.729,234.976,3386.490,951.324,--undefined--,--undefined--
4.458859,5,289.948,109.464,2270.358,1770.393,2519.833,817.265,3268.951,200.609,4877.653,1594.064
4.465109,5,291.357,77.136,1892.644,1008.102,2794.791,359.655,3289.861,141.402,4918.655,1397.317
4.471359,5,291.587,57.080,1930.325,818.409,2882.704,304.188,3289.466,144.521,5132.588,1698.509
4.477609,5,294.501,65.037,1717.237,671.982,2985.206,220.125,3250.879,293.161,4962.793,1239.238
4.483859,4,290.697,139.048,1896.596,1357.844,2922.730,982.997,3140.076,231.569,--undefined--,--undefined--
4.490109,4,291.529,121.616,2276.993,1778.853,2560.645,731.467,3169.613,196.140,--undefined--,--undefined--
4.496359,5,286.246,89.064,2056.430,1186.746,2678.171,719.121,3217.612,196.934,4735.123,1378.986
4.502609,5,283.765,69.065,2198.664,1016.026,2566.860,884.903,3348.349,314.867,4672.265,1165.332
4.508859,5,281.724,73.200,1984.837,679.890,2847.585,1048.504,3276.353,395.893,4740.882,1315.389
4.515109,5,292.154,92.298,1807.512,885.366,2779.701,810.060,3193.043,225.508,4784.623,1175.649
4.521359,5,295.291,79.894,1984.440,950.287,2680.846,738.089,3234.118,161.482,4968.794,1304.580
4.527609,5,290.730,64.202,2049.485,533.209,2857.468,589.823,3221.332,225.255,5020.404,1480.147
4.533859,5,292.658,63.581,2114.844,476.933,2805.978,604.410,3226.997,228.394,5193.104,1761.382
4.540109,5,292.803,87.510,2052.039,898.339,2702.422,689.089,3230.347,182.688,4840.694,1248.191
4.546359,5,287.882,81.156,1721.947,995.355,2771.704,661.115,3219.008,135.378,4712.426,658.072
4.552609,5,285.346,88.605,1815.006,930.559,2706.746,763.176,3213.411,130.792,4701.908,978.297
4.558859,4,284.562,100.876,2241.972,803.926,3100.715,2274.222,3212.117,119.617,--undefined--,--undefined--
4.565109,5,285.792,110.796,2366.969,4037.493,2451.927,715.531,3180.412,171.203,4425.962,1502.831
4.571359,4,290.984,155.327,2530.389,2161.725,2845.477,1024.653,3233.775,214.444,--undefined--,--undefined--
4.577609,5,280.986,142.761,1730.967,1508.579,2955.314,403.486,3293.535,207.602,5405.422,2434.312
4.583859,5,284.419,115.315,1911.206,1007.318,2892.417,533.594,3222.673,239.442,4844.608,1550.589
4.590109,4,275.901,75.827,2082.275,829.897,2812.405,578.428,3175.650,208.758,--undefined--,--undefined--
4.596359,5,286.879,124.273,1840.913,1526.097,2700.032,907.224,3190.100,166.433,5328.758,1874.712
4.602609,4,292.093,150.600,2241.372,1213.744,3158.603,122.621,3238.299,1451.604,--undefined--,--undefined--
4.608859,4,293.658,94.244,2334.861,776.007,3171.622,1034.234,3199.266,198.522,--undefined--,--undefined--
4.615109,5,290.782,89.201,1807.308,1219.388,2782.630,836.061,3252.928,177.900,4952.078,1756.994
4.621359,5,278.973,83.880,1783.471,1498.201,2889.433,565.762,3144.189,252.976,4870.158,1417.242
4.627609,5,284.896,115.977,1916.319,1478.854,2774.434,680.427,3162.817,221.809,4810.287,1848.927
4.633859,5,292.279,100.735,2054.002,1347.770,2796.470,578.174,3200.841,259.714,5104.749,2195.934
4.640109,5,290.836,66.411,1945.789,1658.916,2764.194,684.334,3176.375,181.397,5015.335,1498.787
4.646359,5,295.766,73.272,1825.145,1925.059,2589.215,626.910,3183.976,130.655,4919.508,1130.239
4.652609,4,300.301,109.019,2335.426,851.392,2521.060,2616.721,3133.009,143.537,--undefined--,--undefined--
4.658859,5,289.511,73.075,2020.061,1171.169,2825.036,674.382,3180.649,210.873,5119.680,1779.753
4.665109,5,280.861,63.655,1943.006,893.748,2816.725,507.024,3222.230,167.788,4858.923,1360.180
4.671359,4,287.699,109.877,2002.382,1117.396,2809.127,615.100,3228.142,251.528,--undefined--,--undefined--
4.677609,4,301.263,201.017,2486.428,792.147,2760.036,1774.931,3179.207,227.816,--undefined--,--undefined--
4.683859,5,301.583,195.623,1719.310,2447.970,2562.681,551.994,3226.922,200.190,5247.475,2036.843
4.690109,5,291.211,99.597,1897.869,1271.121,2672.369,749.667,3226.758,246.014,4739.924,1471.281
4.696359,4,281.882,79.037,2053.657,630.094,3067.158,1293.819,3149.520,514.584,--undefined--,--undefined--
4.702609,5,276.871,88.616,1890.235,1050.958,2884.612,631.910,3266.450,248.366,4967.439,1604.138
4.708859,4,280.320,135.797,1999.633,1533.291,2937.385,555.323,3270.884,263.438,--undefined--,--undefined--
4.715109,5,275.154,129.416,1491.573,1365.031,2928.825,301.300,3307.801,317.242,5020.152,1417.998
4.721359,5,279.901,117.642,1717.660,1318.097,2958.411,268.577,3272.520,308.234,5153.424,1582.586
4.727609,5,281.049,99.266,1562.705,1027.470,2938.993,399.152,3211.020,220.576,5054.444,1331.432
4.733859,4,293.005,95.551,2313.247,1006.143,2834.663,1804.031,3161.723,180.190,--undefined--,--undefined--
4.740109,4,290.296,83.231,2256.412,482.287,3097.556,188.970,3354.768,1294.984,--undefined--,--undefined--
4.746359,4,286.794,61.549,2239.644,496.366,3084.095,1477.161,3110.094,152.070,--undefined--,--undefined--
4.752609,5,284.157,87.936,2148.266,1205.381,2890.053,1197.202,3150.647,172.498,5028.419,2208.386
4.758859,4,293.166,129.927,2198.693,971.216,3163.274,271.382,3242.724,961.356,--undefined--,--undefined--
4.765109,4,279.980,92.255,1933.800,916.645,3009.127,650.754,3198.425,352.108,--undefined--,--undefined--
4.771359,5,276.502,54.970,2040.350,695.954,2911.398,788.844,3200.259,306.342,5146.557,1641.942
4.777609,4,283.027,55.325,2155.428,355.347,3015.704,823.035,3178.906,308.147,--undefined--,--undefined--
4.783859,4,292.515,98.985,2187.839,562.887,3160.512,842.012,3191.107,276.031,--undefined--,--undefined--
4.790109,4,295.772,149.075,2206.191,1386.471,3031.166,883.697,3215.235,252.300,--undefined--,--undefined--
4.796359,4,287.137,94.277,2198.856,559.780,3170.994,141.787,3713.599,1671.168,--undefined--,--undefined--
4.802609,4,282.156,72.521,2299.596,593.632,3133.234,211.740,3578.263,1674.930,--undefined--,--undefined--
4.808859,5,281.564,57.679,1914.023,676.772,2727.311,766.443,3198.933,259.154,4748.380,1054.311
4.815109,5,282.217,73.415,1885.452,902.611,2713.075,759.441,3188.162,204.080,4803.007,1016.336
4.821359,5,290.830,101.565,1960.313,1466.457,2488.713,459.074,3160.901,113.943,4892.481,1082.094
4.827609,5,288.646,98.884,1976.059,1730.291,2512.153,472.256,3167.021,113.179,4839.436,1119.157
4.833859,5,299.539,154.481,1620.639,2661.653,2497.004,587.156,3165.380,186.777,5098.884,1560.298
4.840109,4,307.917,138.323,2325.471,540.888,3078.177,393.884,3569.033,1529.826,--undefined--,--undefined--
4.846359,5,292.974,92.936,2364.231,2459.521,2658.206,671.809,3241.417,215.409,4578.393,2363.253
4.852609,5,275.702,59.823,2021.767,959.698,2848.630,551.983,3248.836,150.433,4564.161,1263.367
4.858859,5,281.654,61.362,2089.556,1321.611,2718.214,530.617,3208.617,189.617,5002.331,1755.062
4.865109,5,276.580,63.801,2279.070,826.689,2645.905,1725.433,3143.120,221.736,4869.595,1361.788
4.871359,5,282.883,88.905,2150.078,725.682,3153.837,253.382,3359.321,2289.806,4505.556,2476.325
4.877609,5,281.635,75.324,1919.841,1236.095,2560.310,758.928,3219.703,200.940,4621.603,1054.984
4.883859,5,290.380,76.739,1840.968,2148.185,2459.607,409.634,3279.788,154.011,5259.555,1594.465
4.890109,4,288.553,57.812,2126.195,502.213,2932.933,796.865,3233.580,290.977,--undefined--,--undefined--
